Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
,Bus-Obo,Mongolia,Mongolia,47.12,109.08,1162.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
303040.0,Dariganga Volcanic Field,Mongolia,Mongolia,45.754,114.279,1778.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
303020.0,Khanuy Gol,Mongolia,Mongolia,48.67,102.75,1886.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,Middle Gobi,Mongolia,Mongolia,45.28,106.7,1120.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
303010.0,Taryatu-Chulutu,Mongolia,Mongolia,48.133,99.95,2326.0,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
252110.0,Bamus,Papua New Guinea,New Britain-SW Pac,-5.2,151.23,2248.0,Stratovolcano,Stratovolcano,Anthropology,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252050.0,Bola,Papua New Guinea,New Britain-SW Pac,-5.141,150.038,1116.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252040.0,Dakataua,Papua New Guinea,New Britain-SW Pac,-5.046,150.1,408.0,Caldera,Caldera,Anthropology,D3,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
252030.0,Garove,Papua New Guinea,New Britain-SW Pac,-4.687,149.511,368.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252060.0,Garua Harbour,Papua New Guinea,New Britain-SW Pac,-5.3,150.07,565.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
252100.0,Hargy,Papua New Guinea,New Britain-SW Pac,-5.33,151.1,1148.0,Stratovolcano,Stratovolcano,Radiocarbon,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252070.0,Krummel-Garbuna-Welcker,Papua New Guinea,New Britain-SW Pac,-5.416,150.027,564.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252010.0,Langila,Papua New Guinea,New Britain-SW Pac,-5.525,148.42,1330.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
252071.0,Lolo,Papua New Guinea,New Britain-SW Pac,-5.466,150.509,796.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
252130.0,Lolobau,Papua New Guinea,New Britain-SW Pac,-4.916,151.162,878.0,Caldera,Caldera,Historical,D2,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
252021.0,Mundua,Papua New Guinea,New Britain-SW Pac,-4.624,149.339,171.0,Complex volcano,Stratovolcano,Holocene,U,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
252140.0,Rabaul,Papua New Guinea,New Britain-SW Pac,-4.246,152.194,688.0,Pyroclastic shield,Shield Volcano,Historical,D1,A rare type of shield volcano built mostly from pyroclastic flows rather than fluid lava.
252090.0,Sulu Range,Papua New Guinea,New Britain-SW Pac,-5.5,150.942,610.0,Hydrothermal field,Other / Unknown,Hot Springs,Unknown,"A zone of geothermal activity (hot springs, steam vents) often linked with volcanic systems."
252150.0,Tavui,Papua New Guinea,New Britain-SW Pac,-4.109,152.213,200.0,Caldera,Caldera,Radiocarbon,D7,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
252120.0,Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Unnamed,Papua New Guinea,New Britain-SW Pac,-5.2,148.57,0.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,Papua New Guinea,New Britain-SW Pac,-4.75,150.85,0.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
252080.0,Witori,Papua New Guinea,New Britain-SW Pac,-5.575,150.516,724.0,Caldera,Caldera,Historical,D2,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
,Crater Mountain,Papua New Guinea,New Guinea,-6.58,145.08,3233.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Doma Peaks,Papua New Guinea,New Guinea,-5.9,143.15,3568.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
253011.0,Hydrographers Range,Papua New Guinea,New Guinea,-9.0,148.37,1915.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
253003.0,Koranga,Papua New Guinea,New Guinea,-7.33,146.708,1500.0,Explosion crater,Crater System,Holocene,U,"A crater formed by explosive activity, often shallow, sometimes from phreatic interactions."
253010.0,Lamington,Papua New Guinea,New Guinea,-8.95,148.15,1680.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
253004.0,Madilogo,Papua New Guinea,New Guinea,-9.2,147.57,850.0,Pyroclastic cone,Cone,Holocene,U,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
253021.0,Managlase Plateau,Papua New Guinea,New Guinea,-9.08,148.33,1342.0,Volcanic field,Crater System,Anthropology,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,Musa River,Papua New Guinea,New Guinea,-9.308,148.13,808.0,Hydrothermal field,Other / Unknown,Hot Springs,Unknown,"A zone of geothermal activity (hot springs, steam vents) often linked with volcanic systems."
253031.0,Sessagara,Papua New Guinea,New Guinea,-9.549,149.151,493.0,Unknown,Other / Unknown,Holocene,U,Indicates the volcano type is not determined or classified.
253040.0,Sessagara Hills,Papua New Guinea,New Guinea,-9.554,149.128,493.0,Pyroclastic cone,Cone,Historical,D2,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
253030.0,Victory,Papua New Guinea,New Guinea,-9.2,149.072,1832.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Yelia,Papua New Guinea,New Guinea,-7.05,145.858,3384.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251010.0,Bam,Papua New Guinea,New Guinea-NE of,-3.613,144.818,685.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251001.0,Blup Blup,Papua New Guinea,New Guinea-NE of,-3.507,144.605,402.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251011.0,Boisa,Papua New Guinea,New Guinea-NE of,-3.994,144.963,240.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251041.0,Hankow Reef,Papua New Guinea,New Guinea-NE of,-4.883,146.717,-5.0,Unknown,Other / Unknown,Uncertain,Unknown,Indicates the volcano type is not determined or classified.
251002.0,Kadovar,Papua New Guinea,New Guinea-NE of,-3.608,144.588,365.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251030.0,Karkar,Papua New Guinea,New Guinea-NE of,-4.647,145.976,1839.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251050.0,Long Island,Papua New Guinea,New Guinea-NE of,-5.358,147.12,1280.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
251020.0,Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251070.0,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.519,148.115,75.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251080.0,Sakar,Papua New Guinea,New Guinea-NE of,-5.414,148.094,992.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
251060.0,Umboi,Papua New Guinea,New Guinea-NE of,-5.592,147.892,1335.0,Complex volcano,Stratovolcano,Holocene,U,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
,Unnamed,Papua New Guinea,New Guinea-NE of,-4.311,146.256,-2000.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
254020.0,Ambitle,Papua New Guinea,New Ireland-SW Pacif,-4.08,153.65,450.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
254010.0,Lihir,Papua New Guinea,New Ireland-SW Pacif,-3.125,152.642,700.0,Volcanic complex,Crater System,Holocene,U,"A region with multiple volcanic centres and varied volcanic structures, erupting over time."
241020.0,Auckland Volcanic Field,New Zealand,New Zealand,-36.89,174.81,260.0,Volcanic field,Crater System,Radiocarbon,D6,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
241150.0,Brothers,New Zealand,New Zealand,-34.875,179.075,-1350.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241101.0,Clark,New Zealand,New Zealand,-36.446,177.839,-860.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241140.0,Healy,New Zealand,New Zealand,-35.004,178.973,-980.0,Submarine volcano,Submarine Volcano,Radiocarbon,D6,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241010.0,Kaikohe-Bay of Islands,New Zealand,New Zealand,-35.3,173.9,388.0,Volcanic field,Crater System,Radiocarbon,D6,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
241061.0,Maroa,New Zealand,New Zealand,-38.42,176.08,897.0,Caldera,Caldera,Tephrochronology,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
241021.0,Mayor Island,New Zealand,New Zealand,-37.28,176.25,355.0,Shield volcano,Shield Volcano,Radiocarbon,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
,Ngauruhoe,New Zealand,New Zealand,-39.158,175.63,2291.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
241050.0,Okataina,New Zealand,New Zealand,-38.157,176.507,1111.0,Lava dome,Cone,Historical,D1,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
241060.0,Reporoa,New Zealand,New Zealand,-38.42,176.33,592.0,Caldera,Caldera,Tephrochronology,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
241100.0,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
241131.0,Rumble II West,New Zealand,New Zealand,-35.353,178.527,-1200.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241130.0,Rumble III,New Zealand,New Zealand,-35.745,178.478,-220.0,Submarine volcano,Submarine Volcano,Hydrophonic,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241120.0,Rumble IV,New Zealand,New Zealand,-36.13,178.05,-500.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241110.0,Rumble V,New Zealand,New Zealand,-36.142,178.196,-400.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241102.0,Tangaroa,New Zealand,New Zealand,-36.321,178.028,-600.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
241030.0,Taranaki,New Zealand,New Zealand,-39.3,174.07,2518.0,Stratovolcano,Stratovolcano,Radiocarbon,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
241070.0,Taupo,New Zealand,New Zealand,-38.781,175.893,760.0,Caldera,Caldera,Radiocarbon,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
241080.0,Tongariro,New Zealand,New Zealand,-39.157,175.632,1978.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
241040.0,Whakaari/White Island,New Zealand,New Zealand,-37.52,177.18,294.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
241011.0,Whangarei,New Zealand,New Zealand,-35.75,174.27,397.0,Cinder cone,Cone,Holocene,Unknown,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
344091.0,Apoyeque,Nicaragua,Nicaragua,12.242,-86.342,518.0,Pyroclastic shield,Shield Volcano,Radiocarbon,D7,A rare type of shield volcano built mostly from pyroclastic flows rather than fluid lava.
344140.0,"Azul, Volcan",Nicaragua,Nicaragua,12.53,-83.87,201.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
344132.0,"Ciguatepe, Cerro El",Nicaragua,Nicaragua,12.53,-86.142,603.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344120.0,Concepcion,Nicaragua,Nicaragua,11.538,-85.622,1700.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344010.0,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344131.0,Esteli,Nicaragua,Nicaragua,13.17,-86.4,899.0,Fissure vent,Crater System,Holocene,Unknown,"A linear crack in the crust through which lava erupts, often forming a row of vents."
344101.0,Granada,Nicaragua,Nicaragua,11.9,-85.979,250.0,Fissure vent,Crater System,Holocene,U,"A linear crack in the crust through which lava erupts, often forming a row of vents."
344133.0,"Lajas, Las",Nicaragua,Nicaragua,12.3,-85.73,926.0,Shield volcano,Shield Volcano,Holocene,Unknown,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
344080.0,Las Pilas-El Hoyo Complex,Nicaragua,Nicaragua,12.492,-86.679,1088.0,Complex volcano,Stratovolcano,Historical,D2,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
,Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344100.0,Masaya,Nicaragua,Nicaragua,11.984,-86.169,594.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
344110.0,Mombacho,Nicaragua,Nicaragua,11.826,-85.968,1344.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344090.0,Momotombo,Nicaragua,Nicaragua,12.423,-86.539,1270.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344070.0,"Negro, Cerro",Nicaragua,Nicaragua,12.506,-86.702,728.0,Cinder cone,Cone,Historical,D1,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
344092.0,Nejapa-Miraflores,Nicaragua,Nicaragua,12.12,-86.32,360.0,Fissure vent,Crater System,Holocene,U,"A linear crack in the crust through which lava erupts, often forming a row of vents."
344060.0,Rota,Nicaragua,Nicaragua,12.55,-86.75,832.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344020.0,San Cristobal,Nicaragua,Nicaragua,12.702,-87.004,1745.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344040.0,Telica,Nicaragua,Nicaragua,12.606,-86.84,1036.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
344111.0,Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
,Galapagos Rift,Pacific Ocean,Pacific-E,0.792,-86.15,-2430.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334070.0,Galapagos Rift,Pacific Ocean,Pacific-E,0.792,-86.15,-2430.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334040.0,Northern EPR at 10.7°N,Pacific Ocean,Pacific-E,10.73,-103.58,-2900.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334021.0,Northern EPR at 16°N,Pacific Ocean,Pacific-E,15.83,-105.43,-2300.0,Submarine volcano,Submarine Volcano,Magnetism,D7,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334020.0,Northern EPR at 17°N,Pacific Ocean,Pacific-E,16.55,-105.32,-2700.0,Submarine,Submarine Volcano,,D7,A volcano whose edifice is wholly or partly beneath the sea surface.
334050.0,Northern EPR at 9.8°N,Pacific Ocean,Pacific-E,9.83,-104.3,-2500.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334100.0,Southern EPR at 8°S,Pacific Ocean,Pacific-E,-8.27,-107.95,-2800.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334140.0,Southern EPR-Segment I,Pacific Ocean,Pacific-E,-18.53,-113.42,-2600.0,Submarine volcano,Submarine Volcano,Magnetism,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334130.0,Southern EPR-Segment J,Pacific Ocean,Pacific-E,-18.175,-113.35,-2650.0,Submarine volcano,Submarine Volcano,Magnetism,D3,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
334120.0,Southern EPR-Segment K,Pacific Ocean,Pacific-E,-17.436,-113.206,-2566.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331005.0,West Valley Segment,Canada,Pacific-NE,48.78,-128.64,-2550.0,Submarine,Submarine Volcano,,Unknown,A volcano whose edifice is wholly or partly beneath the sea surface.
331021.0,Axial Seamount,Pacific Ocean,Pacific-NE,45.95,-130.0,-1410.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331030.0,Cleft Segment,Pacific Ocean,Pacific-NE,44.83,-130.3,-2140.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331020.0,CoAxial Segment,Pacific Ocean,Pacific-NE,46.52,-129.58,-2400.0,Submarine,Submarine Volcano,,D1,A volcano whose edifice is wholly or partly beneath the sea surface.
331011.0,Cobb Segment,Pacific Ocean,Pacific-NE,46.88,-129.33,-2100.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331060.0,East Blanco Depression,Pacific Ocean,Pacific-NE,44.267,-129.879,-3000.0,Submarine,Submarine Volcano,,Unknown,A volcano whose edifice is wholly or partly beneath the sea surface.
331010.0,Endeavour Segment,Pacific Ocean,Pacific-NE,47.95,-129.1,-2050.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331040.0,Escanaba Segment,Pacific Ocean,Pacific-NE,40.98,-127.5,-1700.0,Submarine volcano,Submarine Volcano,Uranium-series,D7,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
331032.0,Jackson Segment,Pacific Ocean,Pacific-NE,42.15,-127.05,-3100.0,Submarine,Submarine Volcano,,Unknown,A volcano whose edifice is wholly or partly beneath the sea surface.
331031.0,North Gorda Ridge Segment,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533.0,Submarine volcano?,Submarine Volcano,Uncertain,?,Probably indicates uncertainty whether the feature is submarine; essentially underwater volcano.
,Antipodes Island,New Zealand,Pacific-S,-49.683,178.767,402.0,Pyroclastic cones,Cone,Holocene?,?,Plural of pyroclastic cone – multiple small cones built from explosively ejected fragments.
335020.0,Hollister Ridge,Pacific Ocean,Pacific-S,-53.998,-139.845,-1000.0,Submarine volcano,Submarine Volcano,Uncertain,?,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
335030.0,Udintsev Transform,Pacific Ocean,Pacific-S,-56.153,-143.373,-5700.0,Submarine volcano,Submarine Volcano,Uncertain,?,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
346010.0,Baru,Panama,Panama,8.808,-82.543,3474.0,Complex volcano,Stratovolcano,Historical,D5,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
346030.0,"Valle, El",Panama,Panama,8.58,-80.17,1185.0,Stratovolcano,Stratovolcano,Holocene?,?,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354004.0,Andahua-Orcopampa,Peru,Peru,-15.42,-72.33,4713.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
354001.0,"Auquihuato, Cerro",Peru,Peru,-15.07,-73.18,4980.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354060.0,"Casiri, Nevados",Peru,Peru,-17.485,-69.789,5650.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354007.0,"Chachani, Nevado",Peru,Peru,-16.191,-71.53,5626.0,Stratovolcano,Stratovolcano,Holocene?,?,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354003.0,Coropuna,Peru,Peru,-15.52,-72.65,6377.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354005.0,Huambo,Peru,Peru,-15.78,-72.08,4554.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354030.0,Huaynaputina,Peru,Peru,-16.614,-70.854,4679.0,Stratovolcano,Stratovolcano,Historical,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354000.0,Kimsachata-Oroscocha,Peru,Peru,-14.131,-71.363,3848.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354010.0,"Misti, El",Peru,Peru,-16.294,-71.409,5822.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354008.0,"Nicholson, Cerro",Peru,Peru,-16.261,-71.754,2525.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
354006.0,Sabancaya,Peru,Peru,-15.787,-71.857,5960.0,Stratovolcanoes,Stratovolcano,Historical,D1,Plural form of stratovolcano.
354002.0,Sara Sara,Peru,Peru,-15.33,-73.45,5522.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
354031.0,Ticsani,Peru,Peru,-16.759,-70.598,5382.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354040.0,Tutupaca,Peru,Peru,-17.026,-70.372,5801.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354020.0,Ubinas,Peru,Peru,-16.345,-70.897,5608.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
354050.0,Yucamane,Peru,Peru,-17.184,-70.196,5495.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272080.0,Biliran,Philippines,Philippines-C,11.523,124.535,1301.0,Compound volcano,Stratovolcano,Historical,D2,A volcanic edifice made up of two or more overlapping volcanoes or vents.
272050.0,Cabalian,Philippines,Philippines-C,10.285,125.218,912.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272010.0,Cuernos de Negros,Philippines,Philippines-C,9.25,123.17,1862.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272020.0,Kanlaon,Philippines,Philippines-C,10.41,123.13,2422.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272070.0,Mahagnao,Philippines,Philippines-C,10.882,124.888,860.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272030.0,Mandalagan,Philippines,Philippines-C,10.65,123.25,1885.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
272040.0,Silay,Philippines,Philippines-C,10.77,123.23,1510.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
221022.0,Hanish,Yemen,Red Sea,13.72,42.73,422.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
221010.0,"Tair, Jebel at",Yemen,Red Sea,15.55,41.83,244.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
221020.0,Zubair Group,Yemen,Red Sea,15.05,42.18,191.0,Shield volcano,Shield Volcano,Historical,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
221021.0,Zukur,Yemen,Red Sea,14.02,42.75,624.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
302070.0,Azas Plateau,Russia,Russia-SE,52.433,98.303,2765.0,Cinder cone,Cone,Holocene,U,"A small, steep conical hill built from volcanic fragments (scoria) erupted from a single vent."
